Customer ID,last_purchase,frequency,monetary,recency,R,F,M,RFM_score,RFM_total,Segment
15444,2011-11-30 17:37:00,2,1418.26,9,4,2,3,423,9,Potential Loyal
15445,2011-03-20 15:06:00,2,284.5,264,2,2,1,221,5,Hibernating
15446,2010-11-28 11:59:00,3,406.95,377,2,2,2,222,6,Hibernating
15447,2011-01-13 11:26:00,5,492.88,331,2,3,2,232,7,At Risk
15448,2011-01-31 10:42:00,2,788.81,313,2,2,2,222,6,Hibernating
15449,2011-11-13 15:02:00,3,974.52,26,4,2,3,423,9,Potential Loyal
15450,2011-11-09 17:11:00,1,429.84,30,3,1,2,312,6,Lost
15451,2010-10-01 13:40:00,2,233.21,434,1,2,1,121,4,Lost
15452,2011-11-10 12:13:00,6,1799.1100000000001,30,3,3,3,333,9,Loyal
15453,2011-12-08 10:59:00,7,1388.37,2,4,4,3,443,11,Champion
15454,2010-12-12 14:21:00,2,307.69,362,2,2,1,221,5,Hibernating
15455,2010-04-21 12:43:00,1,38.25,598,1,1,1,111,3,Lost
15456,2011-03-01 13:51:00,10,2119.27,283,2,4,3,243,9,Cannot Lose
15457,2011-03-22 15:31:00,1,237.07,262,2,1,1,211,4,Hibernating
15458,2011-11-14 13:08:00,2,370.43999999999994,25,4,2,2,422,8,Potential Loyal
15459,2010-10-18 15:25:00,2,202.82999999999998,417,1,2,1,121,4,Lost
15460,2010-12-20 16:08:00,1,216.76,354,2,1,1,211,4,Hibernating
15461,2010-09-05 12:31:00,2,429.7,461,1,2,2,122,5,Lost
15462,2011-09-06 13:11:00,4,737.05,94,3,3,2,332,8,Loyal
15463,2011-11-10 12:57:00,1,126.14,29,3,1,1,311,5,Lost
15464,2011-01-05 15:56:00,1,1048.85,338,2,1,3,213,6,Hibernating
15465,2011-11-20 10:11:00,32,12655.65,20,4,4,4,444,12,Champion
15466,2011-09-15 14:08:00,4,1571.01,85,3,3,3,333,9,Loyal
15467,2011-11-30 14:17:00,3,524.88,9,4,2,2,422,8,Potential Loyal
15468,2011-10-19 13:49:00,3,1430.48,51,3,2,3,323,8,Potential Loyal
15469,2011-10-20 16:21:00,3,874.25,50,3,2,3,323,8,Potential Loyal
15470,2010-05-13 09:35:00,1,63.419999999999995,576,1,1,1,111,3,Lost
15471,2011-12-07 14:12:00,3,1316.56,2,4,2,3,423,9,Potential Loyal
15472,2011-08-18 15:17:00,1,371.56,113,2,1,2,212,5,Hibernating
15473,2011-11-25 15:15:00,8,2046.0,14,4,4,3,443,11,Champion
15474,2010-04-23 11:14:00,1,163.1,596,1,1,1,111,3,Lost
15475,2011-09-23 15:20:00,1,454.10999999999996,77,3,1,2,312,6,Lost
15476,2010-11-24 15:17:00,4,2209.98,380,2,3,3,233,8,Cannot Lose
15477,2010-02-28 10:37:00,1,368.4,650,1,1,2,112,4,Lost
15478,2011-10-30 14:19:00,3,2024.98,40,3,2,3,323,8,Potential Loyal
15479,2009-12-06 15:08:00,1,147.4,733,1,1,1,111,3,Lost
15482,2011-11-24 10:46:00,19,14592.56,16,4,4,4,444,12,Champion
15483,2011-07-01 13:07:00,10,862.2,161,2,4,3,243,9,Cannot Lose
15484,2011-12-08 15:03:00,6,4656.0,1,4,3,4,434,11,Champion
15485,2011-11-09 14:31:00,7,5771.51,30,3,4,4,344,11,Loyal
15486,2010-06-30 13:15:00,1,102.0,527,1,1,1,111,3,Lost
15487,2010-01-29 12:07:00,1,231.32,680,1,1,1,111,3,Lost
15488,2011-09-08 10:11:00,5,431.92,93,3,3,2,332,8,Loyal
15489,2011-11-17 08:53:00,8,2419.61,23,4,4,4,444,12,Champion
15490,2010-10-05 13:11:00,1,217.6,430,1,1,1,111,3,Lost
15491,2011-09-05 15:56:00,6,3100.09,95,3,3,4,334,10,Loyal
15492,2011-11-11 14:53:00,2,659.4599999999999,28,3,2,2,322,7,Potential Loyal
15493,2011-11-07 12:04:00,9,4314.9800000000005,33,3,4,4,344,11,Loyal
15494,2011-11-18 14:51:00,5,3780.05,21,4,3,4,434,11,Champion
15495,2010-11-25 13:46:00,1,246.5,379,2,1,1,211,4,Hibernating
15496,2010-03-18 13:16:00,1,146.14000000000001,631,1,1,1,111,3,Lost
15497,2011-11-22 11:51:00,9,8657.39,18,4,4,4,444,12,Champion
15498,2011-12-07 12:48:00,44,26039.58,3,4,4,4,444,12,Champion
15499,2009-12-16 12:17:00,1,161.6,724,1,1,1,111,3,Lost
15500,2011-12-01 13:47:00,4,1131.56,8,4,3,3,433,10,Champion
15501,2010-10-31 11:15:00,2,402.5,405,1,2,2,122,5,Lost
15502,2011-11-24 12:48:00,14,13993.47,16,4,4,4,444,12,Champion
15503,2010-12-12 10:57:00,2,267.15,363,2,2,1,221,5,Hibernating
15504,2011-09-19 13:45:00,4,423.85,81,3,3,2,332,8,Loyal
15505,2011-10-18 07:56:00,5,3610.96,53,3,3,4,334,10,Loyal
15506,2011-11-17 12:11:00,6,2040.03,23,4,3,3,433,10,Champion
15507,2011-06-21 11:19:00,1,492.36,172,2,1,2,212,5,Hibernating
15508,2011-06-03 15:43:00,6,1000.27,189,2,3,3,233,8,Cannot Lose
15509,2010-11-24 14:48:00,1,166.51,380,2,1,1,211,4,Hibernating
15510,2011-01-13 12:10:00,1,250.0,331,2,1,1,211,4,Hibernating
15511,2011-11-28 09:43:00,5,909.23,12,4,3,3,433,10,Champion
15512,2011-07-07 10:20:00,4,331.58,156,2,3,1,231,6,At Risk
15513,2011-11-06 14:36:00,35,27750.55,33,3,4,4,344,11,Loyal
15514,2011-11-27 14:40:00,18,6598.55,12,4,4,4,444,12,Champion
15515,2010-11-17 13:39:00,1,171.81,387,1,1,1,111,3,Lost
15516,2011-10-26 10:51:00,3,62.43,45,3,2,1,321,6,Potential Loyal
15517,2011-04-20 14:02:00,1,267.03,233,2,1,1,211,4,Hibernating
15518,2011-10-06 13:05:00,15,4218.94,64,3,4,4,344,11,Loyal
15519,2010-11-21 14:35:00,2,344.61,383,1,2,2,122,5,Lost
15520,2011-12-08 10:58:00,1,343.5,2,4,1,2,412,7,New Customer
15521,2011-10-30 13:42:00,16,7106.69,40,3,4,4,344,11,Loyal
15522,2011-11-07 11:26:00,2,398.84,33,3,2,2,322,7,Potential Loyal
15523,2011-09-16 16:29:00,16,17359.99,84,3,4,4,344,11,Loyal
15524,2011-11-15 12:09:00,2,591.4,25,4,2,2,422,8,Potential Loyal
15525,2011-12-07 14:43:00,4,1295.7,2,4,3,3,433,10,Champion
15526,2011-11-06 15:04:00,2,148.44,33,3,2,1,321,6,Potential Loyal
15527,2011-11-21 12:17:00,23,5575.64,19,4,4,4,444,12,Champion
15528,2011-03-30 16:14:00,1,229.33,254,2,1,1,211,4,Hibernating
15529,2011-11-17 11:29:00,12,5111.95,23,4,4,4,444,12,Champion
15530,2011-11-18 12:25:00,5,1813.72,22,4,3,3,433,10,Champion
15531,2011-12-01 18:43:00,2,2007.44,8,4,2,3,423,9,Potential Loyal
15532,2011-11-14 14:51:00,10,3771.9,25,4,4,4,444,12,Champion
15533,2011-11-20 15:35:00,3,807.57,19,4,2,2,422,8,Potential Loyal
15534,2009-12-14 12:48:00,1,162.25,726,1,1,1,111,3,Lost
15535,2011-06-19 16:02:00,6,1087.82,173,2,3,3,233,8,Cannot Lose
15536,2010-10-26 16:31:00,1,259.09,409,1,1,1,111,3,Lost
15537,2011-06-29 13:10:00,1,110.92,163,2,1,1,211,4,Hibernating
15538,2010-06-20 10:49:00,6,3358.3999999999996,538,1,3,4,134,8,Cannot Lose
15539,2011-12-02 13:36:00,1,538.46,7,4,1,2,412,7,New Customer
15540,2011-11-28 13:51:00,2,460.68,11,4,2,2,422,8,Potential Loyal
15541,2011-08-17 14:58:00,1,85.13000000000001,114,2,1,1,211,4,Hibernating
15542,2010-07-15 13:32:00,3,918.45,512,1,2,3,123,6,Lost
15543,2011-02-24 15:26:00,2,242.84,288,2,2,1,221,5,Hibernating
15544,2011-11-30 16:43:00,20,8162.43,9,4,4,4,444,12,Champion
15545,2011-10-16 13:24:00,2,428.05,54,3,2,2,322,7,Potential Loyal
15546,2010-04-12 11:51:00,2,1079.1000000000001,607,1,2,3,123,6,Lost
15547,2011-12-02 12:52:00,26,10154.39,7,4,4,4,444,12,Champion
15548,2010-04-23 12:20:00,1,158.09,596,1,1,1,111,3,Lost
15549,2011-09-23 16:22:00,8,2345.96,77,3,4,4,344,11,Loyal
15550,2011-12-05 15:38:00,12,2218.8,4,4,4,4,444,12,Champion
15551,2011-11-03 12:37:00,7,1710.08,37,3,4,3,343,10,Loyal
15552,2011-05-06 14:47:00,2,252.52,217,2,2,1,221,5,Hibernating
15553,2011-10-10 14:02:00,1,437.23,60,3,1,2,312,6,Lost
15554,2011-03-07 09:00:00,1,217.2,278,2,1,1,211,4,Hibernating
15555,2011-11-27 16:19:00,36,12112.35,12,4,4,4,444,12,Champion
15556,2011-11-15 16:08:00,1,279.77,24,4,1,1,411,6,New Customer
15557,2011-11-11 12:46:00,1,473.65000000000003,29,3,1,2,312,6,Lost
15558,2010-03-10 15:25:00,1,214.13,639,1,1,1,111,3,Lost
15559,2010-05-20 14:06:00,1,1109.4,568,1,1,3,113,5,Lost
15560,2010-11-07 10:15:00,2,153.52,398,1,2,1,121,4,Lost
15561,2011-11-28 11:07:00,8,1934.3899999999999,12,4,4,3,443,11,Champion
15562,2010-12-23 09:55:00,3,673.3800000000001,352,2,2,2,222,6,Hibernating
15563,2011-11-17 14:50:00,7,2867.0,22,4,4,4,444,12,Champion
15564,2010-09-02 15:52:00,2,70.74000000000001,463,1,2,1,121,4,Lost
15565,2011-10-20 14:33:00,2,173.16,50,3,2,1,321,6,Potential Loyal
15566,2010-11-12 12:11:00,2,227.87,393,1,2,1,121,4,Lost
15567,2011-11-21 10:48:00,1,186.01,19,4,1,1,411,6,New Customer
15568,2011-12-07 11:27:00,3,758.29,3,4,2,2,422,8,Potential Loyal
15569,2011-08-28 10:15:00,10,3586.35,104,2,4,4,244,10,Cannot Lose
15570,2011-12-02 14:47:00,25,9311.04,7,4,4,4,444,12,Champion
15571,2011-11-28 10:02:00,14,4051.63,12,4,4,4,444,12,Champion
15572,2011-12-05 10:09:00,10,4068.67,5,4,4,4,444,12,Champion
15573,2011-11-08 11:38:00,5,1207.18,32,3,3,3,333,9,Loyal
15574,2011-06-15 12:01:00,6,1518.7,178,2,3,3,233,8,Cannot Lose
15575,2010-03-30 12:50:00,1,30.1,619,1,1,1,111,3,Lost
15576,2011-11-02 12:03:00,1,940.6700000000001,38,3,1,3,313,7,Lost
15577,2011-07-11 17:03:00,5,397.98,151,2,3,2,232,7,At Risk
15578,2011-06-30 13:03:00,1,127.1,162,2,1,1,211,4,Hibernating
15579,2011-10-02 12:45:00,5,1302.5,69,3,3,3,333,9,Loyal
15580,2010-11-28 11:00:00,8,1381.19,377,2,4,3,243,9,Cannot Lose
15581,2011-08-11 09:38:00,38,7794.59,121,2,4,4,244,10,Cannot Lose
15582,2011-11-15 09:55:00,3,682.9100000000001,25,4,2,2,422,8,Potential Loyal
15583,2010-11-28 15:04:00,1,107.86,376,2,1,1,211,4,Hibernating
15584,2011-11-16 10:55:00,6,1277.5,24,4,3,3,433,10,Champion
15585,2011-06-16 08:38:00,1,455.3,177,2,1,2,212,5,Hibernating
15586,2010-04-26 11:00:00,3,1139.1,593,1,2,3,123,6,Lost
15587,2011-10-20 13:37:00,7,1522.0800000000002,50,3,4,3,343,10,Loyal
15588,2010-01-31 12:19:00,1,579.6,678,1,1,2,112,4,Lost
15589,2011-03-29 09:54:00,3,478.53000000000003,256,2,2,2,222,6,Hibernating
15590,2010-11-22 14:49:00,5,1496.6,382,2,3,3,233,8,Cannot Lose
15591,2010-05-06 09:23:00,3,217.9,583,1,2,1,121,4,Lost
15592,2011-10-24 08:59:00,1,388.58,47,3,1,2,312,6,Lost
15593,2011-09-30 11:46:00,1,199.8,71,3,1,1,311,5,Lost
15594,2011-11-24 08:53:00,5,1771.78,16,4,3,3,433,10,Champion
15595,2010-08-09 12:27:00,1,357.6,488,1,1,2,112,4,Lost
15596,2011-08-31 10:55:00,9,3130.04,101,2,4,4,244,10,Cannot Lose
15597,2011-11-04 13:26:00,2,563.37,35,3,2,2,322,7,Potential Loyal
15598,2011-10-17 16:04:00,2,548.02,53,3,2,2,322,7,Potential Loyal
15599,2011-11-13 11:44:00,3,1250.06,27,3,2,3,323,8,Potential Loyal
15600,2010-10-07 14:30:00,4,1199.31,428,1,3,3,133,7,Cannot Lose
15601,2011-11-28 15:15:00,30,14960.12,11,4,4,4,444,12,Champion
15602,2011-12-01 14:14:00,16,3230.51,8,4,4,4,444,12,Champion
15603,2011-09-22 10:04:00,2,88.48,79,3,2,1,321,6,Potential Loyal
15604,2011-10-18 14:47:00,1,216.39,52,3,1,1,311,5,Lost
15605,2011-11-03 14:17:00,9,1936.8,36,3,4,3,343,10,Loyal
15606,2011-10-09 15:47:00,17,5230.99,61,3,4,4,344,11,Loyal
15607,2011-01-07 12:44:00,9,1708.97,337,2,4,3,243,9,Cannot Lose
15608,2011-11-11 13:20:00,5,1785.98,28,3,3,3,333,9,Loyal
15609,2011-06-08 13:00:00,1,298.48,184,2,1,1,211,4,Hibernating
15610,2011-10-19 10:36:00,1,112.46000000000001,52,3,1,1,311,5,Lost
15611,2011-11-30 12:36:00,26,2997.28,10,4,4,4,444,12,Champion
15612,2011-11-03 14:52:00,2,195.15,36,3,2,1,321,6,Potential Loyal
15613,2010-04-08 12:51:00,1,433.71999999999997,610,1,1,2,112,4,Lost
15614,2010-09-28 10:46:00,4,3147.36,438,1,3,4,134,8,Cannot Lose
15615,2011-11-29 14:42:00,47,21373.97,10,4,4,4,444,12,Champion
15616,2010-09-27 13:10:00,1,317.11,438,1,1,1,111,3,Lost
15617,2010-11-08 16:07:00,3,828.5500000000001,396,1,2,2,122,5,Lost
15618,2011-11-07 08:34:00,4,776.851,33,3,3,2,332,8,Loyal
15619,2011-11-29 08:14:00,1,336.40000000000003,11,4,1,2,412,7,New Customer
15620,2011-10-14 12:41:00,4,1942.36,57,3,3,3,333,9,Loyal
15621,2011-12-05 14:01:00,4,1293.03,4,4,3,3,433,10,Champion
15622,2011-10-27 16:44:00,17,7852.61,43,3,4,4,344,11,Loyal
15623,2011-07-21 17:26:00,8,2437.05,141,2,4,4,244,10,Cannot Lose
15624,2011-08-15 11:38:00,4,588.13,117,2,3,2,232,7,At Risk
15625,2011-08-28 10:21:00,9,3236.4,104,2,4,4,244,10,Cannot Lose
15626,2011-09-26 10:03:00,3,1067.52,75,3,2,3,323,8,Potential Loyal
15627,2010-09-08 14:14:00,2,566.9,457,1,2,2,122,5,Lost
15628,2011-12-05 10:24:00,17,5652.26,5,4,4,4,444,12,Champion
15629,2010-09-15 13:46:00,4,2240.9,450,1,3,4,134,8,Cannot Lose
15630,2011-10-25 15:36:00,3,1481.4,45,3,2,3,323,8,Potential Loyal
15631,2010-03-07 14:52:00,1,596.67,642,1,1,2,112,4,Lost
15632,2011-11-24 09:51:00,8,3285.31,16,4,4,4,444,12,Champion
15633,2010-07-18 13:54:00,13,4352.46,509,1,4,4,144,9,Cannot Lose
15634,2011-11-22 16:28:00,2,554.65,17,4,2,2,422,8,Potential Loyal
15635,2010-11-09 08:58:00,1,100.35,396,1,1,1,111,3,Lost
15636,2011-09-11 11:17:00,4,1444.58,90,3,3,3,333,9,Loyal
15637,2011-10-18 08:28:00,5,797.59,53,3,3,2,332,8,Loyal
15638,2010-11-26 11:52:00,6,2265.2,379,2,3,4,234,9,Cannot Lose
15639,2011-07-28 14:30:00,3,1065.08,134,2,2,3,223,7,Hibernating
15640,2011-12-05 14:35:00,29,23957.58,4,4,4,4,444,12,Champion
15641,2011-08-26 14:04:00,12,5345.55,105,2,4,4,244,10,Cannot Lose
15642,2009-12-10 11:51:00,1,105.78000000000002,730,1,1,1,111,3,Lost
15643,2011-06-01 07:38:00,3,664.0,192,2,2,2,222,6,Hibernating
15644,2011-06-26 14:54:00,4,813.0,166,2,3,2,232,7,At Risk
15645,2011-11-21 11:55:00,3,1055.17,19,4,2,3,423,9,Potential Loyal
15646,2011-07-05 09:53:00,5,974.61,158,2,3,3,233,8,Cannot Lose
15647,2010-10-20 15:09:00,1,169.0,415,1,1,1,111,3,Lost
15648,2011-05-19 15:53:00,2,657.35,204,2,2,2,222,6,Hibernating
15649,2011-01-07 13:34:00,4,2170.35,336,2,3,3,233,8,Cannot Lose
15650,2010-07-06 10:41:00,2,553.88,522,1,2,2,122,5,Lost
15651,2011-11-03 08:41:00,5,1259.06,37,3,3,3,333,9,Loyal
15652,2011-09-09 14:22:00,5,1420.34,91,3,3,3,333,9,Loyal
15653,2011-09-08 10:49:00,2,877.4399999999999,93,3,2,3,323,8,Potential Loyal
15654,2011-11-30 13:08:00,2,922.53,9,4,2,3,423,9,Potential Loyal
15655,2011-04-10 15:25:00,1,560.67,243,2,1,2,212,5,Hibernating
15656,2011-10-25 14:56:00,4,748.5,45,3,3,2,332,8,Loyal
15657,2011-11-17 12:19:00,1,30.0,23,4,1,1,411,6,New Customer
15658,2011-06-02 15:22:00,8,2423.4700000000003,190,2,4,4,244,10,Cannot Lose
15659,2011-10-27 09:23:00,3,532.49,44,3,2,2,322,7,Potential Loyal
15660,2011-11-14 16:58:00,15,2812.99,25,4,4,4,444,12,Champion
15661,2011-01-26 13:56:00,8,1215.95,317,2,4,3,243,9,Cannot Lose
15662,2010-02-16 16:47:00,2,283.73,661,1,2,1,121,4,Lost
15663,2011-08-25 15:50:00,1,138.14,106,2,1,1,211,4,Hibernating
15664,2011-10-20 10:57:00,4,1254.03,51,3,3,3,333,9,Loyal
15665,2011-06-24 14:57:00,5,4015.12,168,2,3,4,234,9,Cannot Lose
15666,2010-08-24 16:14:00,2,632.9399999999999,472,1,2,2,122,5,Lost
15667,2011-10-31 10:56:00,1,301.32,40,3,1,1,311,5,Lost
15668,2011-05-06 10:39:00,1,76.32000000000001,218,2,1,1,211,4,Hibernating
15669,2011-10-30 16:03:00,4,684.34,40,3,3,2,332,8,Loyal
15670,2011-02-16 10:50:00,2,325.2,297,2,2,1,221,5,Hibernating
15671,2011-11-21 12:43:00,7,2657.13,19,4,4,4,444,12,Champion
15672,2009-12-14 16:52:00,1,45.300000000000004,725,1,1,1,111,3,Lost
15673,2011-09-12 16:12:00,9,6414.79,88,3,4,4,344,11,Loyal
15674,2011-09-27 15:17:00,13,6948.2300000000005,73,3,4,4,344,11,Loyal
15675,2011-09-19 13:48:00,4,542.04,81,3,3,2,332,8,Loyal
15676,2011-11-21 12:40:00,3,3435.76,19,4,2,4,424,10,Potential Loyal
15677,2011-10-21 15:36:00,3,1305.63,49,3,2,3,323,8,Potential Loyal
15678,2011-10-18 09:25:00,3,1893.89,53,3,2,3,323,8,Potential Loyal
15679,2011-11-15 16:19:00,4,781.28,24,4,3,2,432,9,Champion
15680,2011-11-30 13:46:00,10,4507.58,9,4,4,4,444,12,Champion
15681,2011-11-14 16:30:00,14,2989.7,25,4,4,4,444,12,Champion
15682,2010-04-19 15:30:00,2,318.24,599,1,2,1,121,4,Lost
15683,2011-08-14 12:56:00,2,524.54,117,2,2,2,222,6,Hibernating
15684,2010-06-10 18:51:00,3,173.95,547,1,2,1,121,4,Lost
15685,2010-09-15 13:43:00,1,55.980000000000004,450,1,1,1,111,3,Lost
15686,2010-10-15 13:50:00,1,90.0,420,1,1,1,111,3,Lost
15687,2011-12-01 08:33:00,9,2993.1,9,4,4,4,444,12,Champion
15688,2010-10-17 12:06:00,1,190.57,419,1,1,1,111,3,Lost
15689,2011-08-12 09:37:00,3,521.03,120,2,2,2,222,6,Hibernating
15690,2011-12-05 15:59:00,2,239.76,4,4,2,1,421,7,Potential Loyal
15691,2011-04-01 15:13:00,4,571.3,252,2,3,2,232,7,At Risk
15692,2011-11-11 14:12:00,1,191.04,28,3,1,1,311,5,Lost
15693,2010-02-18 14:37:00,1,37.5,659,1,1,1,111,3,Lost
15694,2011-12-09 09:44:00,24,10810.81,1,4,4,4,444,12,Champion
15695,2011-03-18 08:32:00,4,1131.04,267,2,3,3,233,8,Cannot Lose
15696,2011-11-06 14:02:00,13,3906.57,33,3,4,4,344,11,Loyal
15697,2010-01-19 09:10:00,1,246.75,690,1,1,1,111,3,Lost
15698,2010-03-25 17:38:00,1,46.2,624,1,1,1,111,3,Lost
15699,2011-11-22 08:26:00,1,309.65,18,4,1,1,411,6,New Customer
15700,2011-06-20 16:53:00,2,696.68,172,2,2,2,222,6,Hibernating
15701,2011-12-07 14:39:00,4,1542.14,2,4,3,3,433,10,Champion
15703,2011-03-20 10:51:00,1,211.5,265,2,1,1,211,4,Hibernating
15704,2011-07-22 13:35:00,6,3817.96,140,2,3,4,234,9,Cannot Lose
15705,2011-05-22 15:37:00,1,143.1,201,2,1,1,211,4,Hibernating
15706,2011-10-07 10:09:00,4,1060.56,64,3,3,3,333,9,Loyal
15707,2011-11-04 14:35:00,4,945.58,35,3,3,3,333,9,Loyal
15708,2011-10-30 10:54:00,9,4378.72,41,3,4,4,344,11,Loyal
15709,2011-03-01 10:38:00,2,327.85,284,2,2,1,221,5,Hibernating
15710,2010-10-18 17:05:00,1,898.87,417,1,1,3,113,5,Lost
15711,2010-06-01 12:14:00,2,420.25,557,1,2,2,122,5,Lost
15712,2011-11-30 14:09:00,12,3472.4100000000003,9,4,4,4,444,12,Champion
15713,2011-07-19 13:34:00,4,1010.79,143,2,3,3,233,8,Cannot Lose
15714,2011-11-28 11:26:00,5,784.8100000000001,12,4,3,2,432,9,Champion
15715,2010-06-02 09:56:00,5,658.02,556,1,3,2,132,6,At Risk
15716,2011-07-17 11:59:00,11,3056.81,146,2,4,4,244,10,Cannot Lose
15717,2011-04-19 13:21:00,5,607.0,234,2,3,2,232,7,At Risk
15718,2010-06-17 16:20:00,1,293.79,540,1,1,1,111,3,Lost
15719,2011-11-07 12:29:00,31,10223.06,33,3,4,4,344,11,Loyal
15720,2011-11-15 14:48:00,2,741.92,24,4,2,2,422,8,Potential Loyal
15721,2011-11-28 12:14:00,1,507.08,12,4,1,2,412,7,New Customer
15722,2011-11-04 11:43:00,11,5258.1,36,3,4,4,344,11,Loyal
15723,2010-12-10 11:12:00,4,947.65,365,2,3,3,233,8,Cannot Lose
15724,2011-05-22 14:40:00,3,310.85,201,2,2,1,221,5,Hibernating
15725,2011-11-24 14:51:00,1,415.25,15,4,1,2,412,7,New Customer
15726,2010-11-14 16:12:00,1,321.91,390,1,1,1,111,3,Lost
15727,2011-11-23 12:36:00,15,9445.51,17,4,4,4,444,12,Champion
15728,2010-11-25 10:39:00,2,544.6,380,2,2,2,222,6,Hibernating
15729,2011-05-11 12:36:00,3,192.55,213,2,2,1,221,5,Hibernating
15730,2011-10-05 12:31:00,5,1726.58,66,3,3,3,333,9,Loyal
15731,2010-06-04 10:10:00,1,125.3,554,1,1,1,111,3,Lost
15732,2011-05-11 14:24:00,10,1682.07,212,2,4,3,243,9,Cannot Lose
15733,2011-03-02 09:05:00,1,162.3,283,2,1,1,211,4,Hibernating
15734,2011-08-17 10:50:00,4,2263.3,115,2,3,4,234,9,Cannot Lose
15735,2010-10-14 13:38:00,1,327.68,421,1,1,1,111,3,Lost
15736,2010-09-30 14:20:00,2,1815.72,435,1,2,3,123,6,Lost
15737,2011-11-25 11:21:00,8,1205.1200000000001,15,4,4,3,443,11,Champion
15738,2011-11-21 08:26:00,41,13372.970000000001,19,4,4,4,444,12,Champion
15739,2011-10-04 13:42:00,1,449.12,66,3,1,2,312,6,Lost
15740,2011-10-21 14:29:00,1,154.88,49,3,1,1,311,5,Lost
15741,2010-09-07 16:21:00,2,208.62,458,1,2,1,121,4,Lost
15742,2010-03-30 15:25:00,1,156.87,619,1,1,1,111,3,Lost
15743,2011-11-23 17:19:00,4,784.46,16,4,3,2,432,9,Champion
15744,2011-09-23 09:52:00,1,34.8,78,3,1,1,311,5,Lost
15745,2011-11-20 13:45:00,4,1094.59,19,4,3,3,433,10,Champion
15746,2011-07-28 15:21:00,1,196.88,134,2,1,1,211,4,Hibernating
15747,2011-11-27 12:26:00,9,2562.61,13,4,4,4,444,12,Champion
15748,2011-10-30 12:51:00,3,614.7600000000001,40,3,2,2,322,7,Potential Loyal
15749,2011-04-18 13:20:00,3,44534.3,235,2,2,4,224,8,Hibernating
15750,2011-12-07 12:34:00,18,6797.191,3,4,4,4,444,12,Champion
15751,2010-09-05 12:44:00,11,1380.44,461,1,4,3,143,8,Cannot Lose
15752,2011-10-31 11:37:00,9,4207.54,40,3,4,4,344,11,Loyal
15753,2011-02-08 12:41:00,1,79.2,305,2,1,1,211,4,Hibernating
15754,2011-10-19 14:40:00,9,3037.61,51,3,4,4,344,11,Loyal
15755,2011-11-29 14:57:00,17,5993.12,10,4,4,4,444,12,Champion
15756,2011-10-09 13:30:00,4,532.96,61,3,3,2,332,8,Loyal
15757,2011-10-05 12:14:00,6,2940.36,66,3,3,4,334,10,Loyal
15758,2011-11-15 10:48:00,1,205.25,25,4,1,1,411,6,New Customer
15759,2011-05-05 15:13:00,7,830.9300000000001,218,2,4,2,242,8,At Risk
15761,2010-09-23 09:33:00,1,143.05,443,1,1,1,111,3,Lost
15762,2011-10-05 16:15:00,2,583.75,65,3,2,2,322,7,Potential Loyal
15763,2011-11-08 09:44:00,2,1086.92,32,3,2,3,323,8,Potential Loyal
15764,2011-09-12 17:58:00,8,4503.08,88,3,4,4,344,11,Loyal
15765,2010-02-11 10:25:00,1,370.63,667,1,1,2,112,4,Lost
15766,2011-10-06 17:03:00,3,831.06,64,3,2,2,322,7,Potential Loyal
15768,2011-08-16 10:48:00,34,15601.09,116,2,4,4,244,10,Cannot Lose
15769,2011-12-02 13:52:00,46,88704.32,7,4,4,4,444,12,Champion
15770,2010-04-06 11:47:00,1,321.45,613,1,1,1,111,3,Lost
15771,2010-04-14 13:56:00,3,1006.54,604,1,2,3,123,6,Lost
15772,2010-10-17 13:33:00,1,280.88,418,1,1,1,111,3,Lost
15773,2011-12-04 12:48:00,2,774.52,6,4,2,2,422,8,Potential Loyal
15774,2011-10-02 12:04:00,6,1329.94,69,3,3,3,333,9,Loyal
15775,2011-04-08 12:56:00,2,150.5,245,2,2,1,221,5,Hibernating
15776,2011-07-29 13:46:00,1,241.62,133,2,1,1,211,4,Hibernating
15777,2011-04-12 16:43:00,7,1762.61,241,2,4,3,243,9,Cannot Lose
15778,2010-10-04 15:10:00,1,307.95,431,1,1,1,111,3,Lost
15779,2010-09-02 16:40:00,2,124.08000000000001,463,1,2,1,121,4,Lost
15780,2011-06-09 12:01:00,3,475.28000000000003,184,2,2,2,222,6,Hibernating
15781,2011-11-14 14:57:00,3,345.46,25,4,2,2,422,8,Potential Loyal
15782,2011-11-30 10:49:00,4,4014.1,10,4,3,4,434,11,Champion
15783,2011-11-29 09:50:00,1,246.3,11,4,1,1,411,6,New Customer
15784,2010-08-29 10:38:00,2,848.3299999999999,468,1,2,2,122,5,Lost
15785,2011-11-07 11:33:00,16,5969.93,33,3,4,4,344,11,Loyal
15786,2011-10-24 14:13:00,5,8514.82,46,3,3,4,334,10,Loyal
15787,2011-11-13 14:55:00,3,948.05,26,4,2,3,423,9,Potential Loyal
15788,2010-07-19 12:48:00,1,221.82999999999998,509,1,1,1,111,3,Lost
15789,2010-12-16 14:35:00,6,1962.01,358,2,3,3,233,8,Cannot Lose
15790,2011-11-29 14:53:00,1,220.85,10,4,1,1,411,6,New Customer
15791,2011-10-27 10:14:00,5,3608.34,44,3,3,4,334,10,Loyal
15792,2010-11-05 08:21:00,2,933.84,400,1,2,3,123,6,Lost
15793,2011-11-25 09:31:00,8,2399.57,15,4,4,4,444,12,Champion
15794,2009-12-03 13:04:00,2,777.0,736,1,2,2,122,5,Lost
